size,type,threshold,median_us
44600,reversed,50,7151
44600,almost,50,4496
44700,random,0,14201
44700,reversed,0,9927
44700,almost,0,10599
44700,random,5,10216
44700,reversed,5,6718
44700,almost,5,6676
44700,random,10,10427
44700,reversed,10,6035
44700,almost,10,18974
44700,random,20,25069
44700,reversed,20,10505
44700,almost,20,7723
44700,random,30,10756
44700,reversed,30,8104
44700,almost,30,7178
44700,random,50,11895
44700,reversed,50,7431
44700,almost,50,4356
44800,random,0,14711
44800,reversed,0,10231
44800,almost,0,10249
44800,random,5,10193
44800,reversed,5,6235
44800,almost,5,7018
44800,random,10,10406
44800,reversed,10,5696
44800,almost,10,6193
44800,random,20,8823
44800,reversed,20,6158
44800,almost,20,6084
44800,random,30,9725
44800,reversed,30,5937
44800,almost,30,5153
44800,random,50,9760
44800,reversed,50,6883
44800,almost,50,4769
44900,random,0,14643
44900,reversed,0,11237
44900,almost,0,10898
44900,random,5,11126
44900,reversed,5,6268
44900,almost,5,6787
44900,random,10,9682
44900,reversed,10,7797
44900,almost,10,6549
44900,random,20,9741
44900,reversed,20,5446
44900,almost,20,6136
44900,random,30,9763
44900,reversed,30,5884
44900,almost,30,5403
44900,random,50,9149
44900,reversed,50,7399
44900,almost,50,4927
45000,random,0,14584
45000,reversed,0,20420
45000,almost,0,12661
45000,random,5,11581
45000,reversed,5,7613
45000,almost,5,8535
45000,random,10,13002
45000,reversed,10,6765
45000,almost,10,7248
45000,random,20,10788
45000,reversed,20,5414
45000,almost,20,5684
45000,random,30,9432
45000,reversed,30,5647
45000,almost,30,5130
45000,random,50,9770
45000,reversed,50,7650
45000,almost,50,4661
45100,random,0,15062
45100,reversed,0,11941
45100,almost,0,11425
45100,random,5,11877
45100,reversed,5,7588
45100,almost,5,7091
45100,random,10,10739
45100,reversed,10,6813
45100,almost,10,8842
45100,random,20,10565
45100,reversed,20,6197
45100,almost,20,6178
45100,random,30,10034
45100,reversed,30,5650
45100,almost,30,5111
45100,random,50,11010
45100,reversed,50,7603
45100,almost,50,4680
45200,random,0,16102
45200,reversed,0,13467
45200,almost,0,11476
45200,random,5,12700
45200,reversed,5,9697
45200,almost,5,8804
45200,random,10,12719
45200,reversed,10,6831
45200,almost,10,6524
45200,random,20,10875
45200,reversed,20,5775
45200,almost,20,5842
45200,random,30,9289
45200,reversed,30,5850
45200,almost,30,6036
45200,random,50,20069
45200,reversed,50,9707
45200,almost,50,8101
45300,random,0,23852
45300,reversed,0,10902
45300,almost,0,13955
45300,random,5,17442
45300,reversed,5,8071
45300,almost,5,7199
45300,random,10,9822
45300,reversed,10,6039
45300,almost,10,7657
45300,random,20,10649
45300,reversed,20,5342
45300,almost,20,6084
45300,random,30,9429
45300,reversed,30,5909
45300,almost,30,5628
45300,random,50,10333
45300,reversed,50,7795
45300,almost,50,4500
45400,random,0,15264
45400,reversed,0,10410
45400,almost,0,10830
45400,random,5,10850
45400,reversed,5,6509
45400,almost,5,7237
45400,random,10,10528
45400,reversed,10,6317
45400,almost,10,6806
45400,random,20,9331
45400,reversed,20,5351
45400,almost,20,6351
45400,random,30,9855
45400,reversed,30,5660
45400,almost,30,5210
45400,random,50,9581
45400,reversed,50,7678
45400,almost,50,4986
45500,random,0,14470
45500,reversed,0,10913
45500,almost,0,11699
45500,random,5,10774
45500,reversed,5,6434
45500,almost,5,7253
45500,random,10,10686
45500,reversed,10,5996
45500,almost,10,6505
45500,random,20,9300
45500,reversed,20,5634
45500,almost,20,5818
45500,random,30,9731
45500,reversed,30,6004
45500,almost,30,4959
45500,random,50,9911
45500,reversed,50,7180
45500,almost,50,4715
45600,random,0,14338
45600,reversed,0,10561
45600,almost,0,11662
45600,random,5,10891
45600,reversed,5,8184
45600,almost,5,7157
45600,random,10,10975
45600,reversed,10,6413
45600,almost,10,7368
45600,random,20,9882
45600,reversed,20,5680
45600,almost,20,5570
45600,random,30,10720
45600,reversed,30,7675
45600,almost,30,6149
45600,random,50,10520
45600,reversed,50,7540
45600,almost,50,4994
45700,random,0,15754
45700,reversed,0,20119
45700,almost,0,17474
45700,random,5,15311
45700,reversed,5,7737
45700,almost,5,7532
45700,random,10,11049
45700,reversed,10,6869
45700,almost,10,7614
45700,random,20,12178
45700,reversed,20,6843
45700,almost,20,6218
45700,random,30,11649
45700,reversed,30,11169
45700,almost,30,14176
45700,random,50,20699
45700,reversed,50,13511
45700,almost,50,7918
45800,random,0,25382
45800,reversed,0,16174
45800,almost,0,19141
45800,random,5,18666
45800,reversed,5,19506
45800,almost,5,15471
45800,random,10,20770
45800,reversed,10,6906
45800,almost,10,7863
45800,random,20,10770
45800,reversed,20,5743
45800,almost,20,6183
45800,random,30,10144
45800,reversed,30,6819
45800,almost,30,7738
45800,random,50,12744
45800,reversed,50,14989
45800,almost,50,17665
45900,random,0,17810
45900,reversed,0,13141
45900,almost,0,13488
45900,random,5,20688
45900,reversed,5,10372
45900,almost,5,9254
45900,random,10,17725
45900,reversed,10,12140
45900,almost,10,10710
45900,random,20,17626
45900,reversed,20,8685
45900,almost,20,11627
45900,random,30,13846
45900,reversed,30,12011
45900,almost,30,8452
45900,random,50,11484
45900,reversed,50,9433
45900,almost,50,5320
46000,random,0,21709
46000,reversed,0,14947
46000,almost,0,15950
46000,random,5,15985
46000,reversed,5,8773
46000,almost,5,7787
46000,random,10,14761
46000,reversed,10,15743
46000,almost,10,7354
46000,random,20,10227
46000,reversed,20,5992
46000,almost,20,6470
46000,random,30,10104
46000,reversed,30,6658
46000,almost,30,5492
46000,random,50,10874
46000,reversed,50,8340
46000,almost,50,4848
46100,random,0,25915
46100,reversed,0,14812
46100,almost,0,14370
46100,random,5,16167
46100,reversed,5,8247
46100,almost,5,11666
46100,random,10,11505
46100,reversed,10,7847
46100,almost,10,7085
46100,random,20,10076
46100,reversed,20,5605
46100,almost,20,6082
46100,random,30,9896
46100,reversed,30,5897
46100,almost,30,5222
46100,random,50,11458
46100,reversed,50,8838
46100,almost,50,4768
46200,random,0,16602
46200,reversed,0,11720
46200,almost,0,12351
46200,random,5,10996
46200,reversed,5,6955
46200,almost,5,7748
46200,random,10,10497
46200,reversed,10,6258
46200,almost,10,6545
46200,random,20,9774
46200,reversed,20,5597
46200,almost,20,5887
46200,random,30,9857
46200,reversed,30,5944
46200,almost,30,5147
46200,random,50,10389
46200,reversed,50,18493
46200,almost,50,17808
46300,random,0,18593
46300,reversed,0,14828
46300,almost,0,23247
46300,random,5,21589
46300,reversed,5,10615
46300,almost,5,12866
46300,random,10,17951
46300,reversed,10,9187
46300,almost,10,11220
46300,random,20,14761
46300,reversed,20,6689
46300,almost,20,8740
46300,random,30,15334
46300,reversed,30,13198
46300,almost,30,12136
46300,random,50,12341
46300,reversed,50,8623
46300,almost,50,5251
46400,random,0,16895
46400,reversed,0,13397
46400,almost,0,13512
46400,random,5,12144
46400,reversed,5,8995
46400,almost,5,8755
46400,random,10,11117
46400,reversed,10,6574
46400,almost,10,7442
46400,random,20,9924
46400,reversed,20,5468
46400,almost,20,6150
46400,random,30,9358
46400,reversed,30,6169
46400,almost,30,5317
46400,random,50,10259
46400,reversed,50,8025
46400,almost,50,5005
46500,random,0,15345
46500,reversed,0,11821
46500,almost,0,12066
46500,random,5,11483
46500,reversed,5,7181
46500,almost,5,7380
46500,random,10,11778
46500,reversed,10,6430
46500,almost,10,7454
46500,random,20,10081
46500,reversed,20,5703
46500,almost,20,6026
46500,random,30,10459
46500,reversed,30,6728
46500,almost,30,5708
46500,random,50,9984
46500,reversed,50,8310
46500,almost,50,4726
46600,random,0,15739
46600,reversed,0,10887
46600,almost,0,11335
46600,random,5,10957
46600,reversed,5,7475
46600,almost,5,8346
46600,random,10,10309
46600,reversed,10,6636
46600,almost,10,6943
46600,random,20,9205
46600,reversed,20,5680
46600,almost,20,6227
46600,random,30,9658
46600,reversed,30,6273
46600,almost,30,5134
46600,random,50,10764
46600,reversed,50,8477
46600,almost,50,5286
46700,random,0,16464
46700,reversed,0,10444
46700,almost,0,11445
46700,random,5,10941
46700,reversed,5,7346
46700,almost,5,7503
46700,random,10,10274
46700,reversed,10,6098
46700,almost,10,6554
46700,random,20,9488
46700,reversed,20,6270
46700,almost,20,6262
46700,random,30,10482
46700,reversed,30,6762
46700,almost,30,5461
46700,random,50,9832
46700,reversed,50,8147
46700,almost,50,5360
46800,random,0,15934
46800,reversed,0,12204
46800,almost,0,12817
46800,random,5,13391
46800,reversed,5,7775
46800,almost,5,8497
46800,random,10,11056
46800,reversed,10,6429
46800,almost,10,6886
46800,random,20,10301
46800,reversed,20,6200
46800,almost,20,6553
46800,random,30,10541
46800,reversed,30,6623
46800,almost,30,6282
46800,random,50,10568
46800,reversed,50,8180
46800,almost,50,5122
46900,random,0,16871
46900,reversed,0,11867
46900,almost,0,12342
46900,random,5,11885
46900,reversed,5,7101
46900,almost,5,8190
46900,random,10,10582
46900,reversed,10,6268
46900,almost,10,7268
46900,random,20,9262
46900,reversed,20,5710
46900,almost,20,5761
46900,random,30,9457
46900,reversed,30,5978
46900,almost,30,5167
46900,random,50,10162
46900,reversed,50,8032
46900,almost,50,5343
47000,random,0,16766
47000,reversed,0,11821
47000,almost,0,12405
47000,random,5,11980
47000,reversed,5,7276
47000,almost,5,8832
47000,random,10,10651
47000,reversed,10,6199
47000,almost,10,6661
47000,random,20,10300
47000,reversed,20,6250
47000,almost,20,7060
47000,random,30,10235
47000,reversed,30,5890
47000,almost,30,5948
47000,random,50,21909
47000,reversed,50,9873
47000,almost,50,12455
47100,random,0,35639
47100,reversed,0,12678
47100,almost,0,14243
47100,random,5,11877
47100,reversed,5,8213
47100,almost,5,9595
47100,random,10,12092
47100,reversed,10,6653
47100,almost,10,7398
47100,random,20,10551
47100,reversed,20,5748
47100,almost,20,6435
47100,random,30,9730
47100,reversed,30,5809
47100,almost,30,5881
47100,random,50,10174
47100,reversed,50,7602
47100,almost,50,4772
47200,random,0,16176
47200,reversed,0,10765
47200,almost,0,12148
47200,random,5,11096
47200,reversed,5,7551
47200,almost,5,8241
47200,random,10,10750
47200,reversed,10,6353
47200,almost,10,6775
47200,random,20,11800
47200,reversed,20,5677
47200,almost,20,6405
47200,random,30,10092
47200,reversed,30,5762
47200,almost,30,5578
47200,random,50,9993
47200,reversed,50,8225
47200,almost,50,5268
47300,random,0,15368
47300,reversed,0,10708
47300,almost,0,12158
47300,random,5,11749
47300,reversed,5,6832
47300,almost,5,10146
47300,random,10,11382
47300,reversed,10,6525
47300,almost,10,6745
47300,random,20,9475
47300,reversed,20,5714
47300,almost,20,5987
47300,random,30,9495
47300,reversed,30,6454
47300,almost,30,6088
47300,random,50,10645
47300,reversed,50,8596
47300,almost,50,6048
47400,random,0,15371
47400,reversed,0,11835
47400,almost,0,11108
47400,random,5,11467
47400,reversed,5,7275
47400,almost,5,8295
47400,random,10,11967
47400,reversed,10,6639
47400,almost,10,7228
47400,random,20,9488
47400,reversed,20,5965
47400,almost,20,6458
47400,random,30,10011
47400,reversed,30,6079
47400,almost,30,5534
47400,random,50,10320
47400,reversed,50,8842
47400,almost,50,5077
47500,random,0,16578
47500,reversed,0,11224
47500,almost,0,12253
47500,random,5,11629
47500,reversed,5,7664
47500,almost,5,7858
47500,random,10,10728
47500,reversed,10,6738
47500,almost,10,7014
47500,random,20,9958
47500,reversed,20,5817
47500,almost,20,6982
47500,random,30,11253
47500,reversed,30,8787
47500,almost,30,6632
47500,random,50,11986
47500,reversed,50,11487
47500,almost,50,6031
47600,random,0,23643
47600,reversed,0,12021
47600,almost,0,12576
47600,random,5,12396
47600,reversed,5,7158
47600,almost,5,8048
47600,random,10,10985
47600,reversed,10,6414
47600,almost,10,7154
47600,random,20,9700
47600,reversed,20,5895
47600,almost,20,5854
47600,random,30,9730
47600,reversed,30,6139
47600,almost,30,5732
47600,random,50,10308
47600,reversed,50,11299
47600,almost,50,5148
47700,random,0,17323
47700,reversed,0,12222
47700,almost,0,11984
47700,random,5,11897
47700,reversed,5,7871
47700,almost,5,8262
47700,random,10,11094
47700,reversed,10,6547
47700,almost,10,7202
47700,random,20,10886
47700,reversed,20,6107
47700,almost,20,6028
47700,random,30,21154
47700,reversed,30,12882
47700,almost,30,8848
47700,random,50,39381
47700,reversed,50,10887
47700,almost,50,6596
47800,random,0,18685
47800,reversed,0,15002
47800,almost,0,14317
47800,random,5,12558
47800,reversed,5,8386
47800,almost,5,11874
47800,random,10,13770
47800,reversed,10,7111
47800,almost,10,7956
47800,random,20,10857
47800,reversed,20,5794
47800,almost,20,6323
47800,random,30,10323
47800,reversed,30,6090
47800,almost,30,5842
47800,random,50,10312
47800,reversed,50,8031
47800,almost,50,5340
47900,random,0,16917
47900,reversed,0,12605
47900,almost,0,11711
47900,random,5,11685
47900,reversed,5,7603
47900,almost,5,7347
47900,random,10,10634
47900,reversed,10,6434
47900,almost,10,7455
47900,random,20,9519
47900,reversed,20,5882
47900,almost,20,6038
47900,random,30,9889
47900,reversed,30,5887
47900,almost,30,5467
47900,random,50,10451
47900,reversed,50,7871
47900,almost,50,5179
48000,random,0,16134
48000,reversed,0,12185
48000,almost,0,12041
48000,random,5,11527
48000,reversed,5,7616
48000,almost,5,8003
48000,random,10,11396
48000,reversed,10,6822
48000,almost,10,7490
48000,random,20,9844
48000,reversed,20,6052
48000,almost,20,5951
48000,random,30,10173
48000,reversed,30,6310
48000,almost,30,5208
48000,random,50,12788
48000,reversed,50,8926
48000,almost,50,5455
48100,random,0,17602
48100,reversed,0,11620
48100,almost,0,12123
48100,random,5,12127
48100,reversed,5,7590
48100,almost,5,7720
48100,random,10,10563
48100,reversed,10,6101
48100,almost,10,6872
48100,random,20,10618
48100,reversed,20,7632
48100,almost,20,7374
48100,random,30,11501
48100,reversed,30,6434
48100,almost,30,5594
48100,random,50,11348
48100,reversed,50,9108
48100,almost,50,5054
48200,random,0,20780
48200,reversed,0,12486
48200,almost,0,12085
48200,random,5,11966
48200,reversed,5,7329
48200,almost,5,8438
48200,random,10,11276
48200,reversed,10,6316
48200,almost,10,7491
48200,random,20,10727
48200,reversed,20,6421
48200,almost,20,6685
48200,random,30,10007
48200,reversed,30,6318
48200,almost,30,6017
48200,random,50,11963
48200,reversed,50,8501
48200,almost,50,5478
48300,random,0,16306
48300,reversed,0,17481
48300,almost,0,21397
48300,random,5,13252
48300,reversed,5,8822
48300,almost,5,12298
48300,random,10,12826
48300,reversed,10,14526
48300,almost,10,9222
48300,random,20,18787
48300,reversed,20,8096
48300,almost,20,7378
48300,random,30,10823
48300,reversed,30,6952
48300,almost,30,5843
48300,random,50,10148
48300,reversed,50,8793
48300,almost,50,5095
48400,random,0,15687
48400,reversed,0,11262
48400,almost,0,12639
48400,random,5,12919
48400,reversed,5,8829
48400,almost,5,8427
48400,random,10,11199
48400,reversed,10,6863
48400,almost,10,7722
48400,random,20,10189
48400,reversed,20,6111
48400,almost,20,6311
48400,random,30,10731
48400,reversed,30,7281
48400,almost,30,5485
48400,random,50,11416
48400,reversed,50,8499
48400,almost,50,5650
48500,random,0,20480
48500,reversed,0,11813
48500,almost,0,12910
48500,random,5,12953
48500,reversed,5,7935
48500,almost,5,9276
48500,random,10,11379
48500,reversed,10,7344
48500,almost,10,7292
48500,random,20,12526
48500,reversed,20,6505
48500,almost,20,7488
48500,random,30,11172
48500,reversed,30,7978
48500,almost,30,6009
48500,random,50,11418
48500,reversed,50,8732
48500,almost,50,5208
48600,random,0,15881
48600,reversed,0,12274
48600,almost,0,13496
48600,random,5,11952
48600,reversed,5,7887
48600,almost,5,8935
48600,random,10,15085
48600,reversed,10,6766
48600,almost,10,7305
48600,random,20,10583
48600,reversed,20,6038
48600,almost,20,10369
48600,random,30,17970
48600,reversed,30,15488
48600,almost,30,9622
48600,random,50,15329
48600,reversed,50,12466
