Size,ArrayType,Algorithm,TimeMs,Comparisons
2200,Common_Prefix,TernaryQuickSort,0.1241,97952
2200,Common_Prefix,StringMergeSort,1.5302,376853
2200,Common_Prefix,MSDRadix,0.3206,0
2200,Common_Prefix,MSDRadix_Fallback,0.2088,13797
2300,Random,MergeSort,1.4057,32223
2300,Random,QuickSort,0.1802,40893
2300,Random,TernaryQuickSort,0.1103,42377
2300,Random,StringMergeSort,1.4387,77845
2300,Random,MSDRadix,0.1899,0
2300,Random,MSDRadix_Fallback,0.0594,14770
2300,Reverse_Sorted,MergeSort,1.2887,19286
2300,Reverse_Sorted,QuickSort,3.3799,2689832
2300,Reverse_Sorted,TernaryQuickSort,0.1185,96630
2300,Reverse_Sorted,StringMergeSort,1.2829,44310
2300,Reverse_Sorted,MSDRadix,0.2131,0
2300,Reverse_Sorted,MSDRadix_Fallback,0.0720,36637
2300,Nearly_Sorted,MergeSort,1.2948,30431
2300,Nearly_Sorted,QuickSort,0.1725,79143
2300,Nearly_Sorted,TernaryQuickSort,0.1459,158159
2300,Nearly_Sorted,StringMergeSort,1.3330,72475
2300,Nearly_Sorted,MSDRadix,0.2082,0
2300,Nearly_Sorted,MSDRadix_Fallback,0.0495,21877
2300,Common_Prefix,MergeSort,1.6133,351890
2300,Common_Prefix,QuickSort,0.3226,448275
2300,Common_Prefix,TernaryQuickSort,0.1321,102657
2300,Common_Prefix,StringMergeSort,1.5884,397024
2300,Common_Prefix,MSDRadix,0.3340,0
2300,Common_Prefix,MSDRadix_Fallback,0.2039,14634
2400,Random,MergeSort,1.4964,33973
2400,Random,QuickSort,0.1908,39506
2400,Random,TernaryQuickSort,0.1181,42345
2400,Random,StringMergeSort,1.4986,81941
2400,Random,MSDRadix,0.2003,0
2400,Random,MSDRadix_Fallback,0.0622,15791
2400,Reverse_Sorted,MergeSort,1.3404,20031
2400,Reverse_Sorted,QuickSort,3.6284,2927238
2400,Reverse_Sorted,TernaryQuickSort,0.1361,104878
2400,Reverse_Sorted,StringMergeSort,1.3424,46111
2400,Reverse_Sorted,MSDRadix,0.2223,0
2400,Reverse_Sorted,MSDRadix_Fallback,0.0743,38433
2400,Nearly_Sorted,MergeSort,1.3711,32352
2400,Nearly_Sorted,QuickSort,0.2851,138683
2400,Nearly_Sorted,TernaryQuickSort,0.0930,79290
2400,Nearly_Sorted,StringMergeSort,1.3830,77146
2400,Nearly_Sorted,MSDRadix,0.2251,0
2400,Nearly_Sorted,MSDRadix_Fallback,0.0527,23005
2400,Common_Prefix,MergeSort,1.6980,368687
2400,Common_Prefix,QuickSort,0.3384,471528
2400,Common_Prefix,TernaryQuickSort,0.1456,106075
2400,Common_Prefix,StringMergeSort,1.6843,415973
2400,Common_Prefix,MSDRadix,0.3506,0
2400,Common_Prefix,MSDRadix_Fallback,0.2334,15192
2500,Random,MergeSort,1.6241,35653
2500,Random,QuickSort,0.2023,43831
2500,Random,TernaryQuickSort,0.1288,45399
2500,Random,StringMergeSort,1.5964,85869
2500,Random,MSDRadix,0.2161,0
2500,Random,MSDRadix_Fallback,0.0651,16831
2500,Reverse_Sorted,MergeSort,1.3754,21036
2500,Reverse_Sorted,QuickSort,4.0921,3174441
2500,Reverse_Sorted,TernaryQuickSort,0.1446,112677
2500,Reverse_Sorted,StringMergeSort,1.3974,48340
2500,Reverse_Sorted,MSDRadix,0.2308,0
2500,Reverse_Sorted,MSDRadix_Fallback,0.0767,40217
2500,Nearly_Sorted,MergeSort,1.4501,33908
2500,Nearly_Sorted,QuickSort,0.2250,111449
2500,Nearly_Sorted,TernaryQuickSort,0.1274,123852
2500,Nearly_Sorted,StringMergeSort,1.4669,80720
2500,Nearly_Sorted,MSDRadix,0.2298,0
2500,Nearly_Sorted,MSDRadix_Fallback,0.0545,24025
2500,Common_Prefix,MergeSort,1.7576,387773
2500,Common_Prefix,QuickSort,0.3624,508097
2500,Common_Prefix,TernaryQuickSort,0.1502,113371
2500,Common_Prefix,StringMergeSort,1.7733,437503
2500,Common_Prefix,MSDRadix,0.3762,0
2500,Common_Prefix,MSDRadix_Fallback,0.2379,16320
2600,Random,MergeSort,1.6570,37363
2600,Random,QuickSort,0.2134,44733
2600,Random,TernaryQuickSort,0.1381,47419
2600,Random,StringMergeSort,1.6404,89879
2600,Random,MSDRadix,0.2253,0
2600,Random,MSDRadix_Fallback,0.0674,17545
2600,Reverse_Sorted,MergeSort,1.4558,22034
2600,Reverse_Sorted,QuickSort,4.2855,3431107
2600,Reverse_Sorted,TernaryQuickSort,0.1508,120326
2600,Reverse_Sorted,StringMergeSort,1.4569,50554
2600,Reverse_Sorted,MSDRadix,0.2392,0
2600,Reverse_Sorted,MSDRadix_Fallback,0.0827,41631
2600,Nearly_Sorted,MergeSort,1.5019,35367
2600,Nearly_Sorted,QuickSort,0.2564,129625
2600,Nearly_Sorted,TernaryQuickSort,0.1628,163227
2600,Nearly_Sorted,StringMergeSort,1.5243,84189
2600,Nearly_Sorted,MSDRadix,0.2399,0
2600,Nearly_Sorted,MSDRadix_Fallback,0.0580,25116
2600,Common_Prefix,MergeSort,1.8285,405309
2600,Common_Prefix,QuickSort,0.3594,475938
2600,Common_Prefix,TernaryQuickSort,0.1510,118270
2600,Common_Prefix,StringMergeSort,1.8611,457299
2600,Common_Prefix,MSDRadix,0.3908,0
2600,Common_Prefix,MSDRadix_Fallback,0.2383,17200
2700,Random,MergeSort,1.6975,39195
2700,Random,QuickSort,0.2190,47723
2700,Random,TernaryQuickSort,0.1368,51024
2700,Random,StringMergeSort,1.7489,94083
2700,Random,MSDRadix,0.2411,0
2700,Random,MSDRadix_Fallback,0.0707,18317
2700,Reverse_Sorted,MergeSort,1.5319,22831
2700,Reverse_Sorted,QuickSort,4.6631,3698217
2700,Reverse_Sorted,TernaryQuickSort,0.1615,126010
2700,Reverse_Sorted,StringMergeSort,1.5484,52511
2700,Reverse_Sorted,MSDRadix,0.2536,0
2700,Reverse_Sorted,MSDRadix_Fallback,0.0876,43276
2700,Nearly_Sorted,MergeSort,1.5685,36834
2700,Nearly_Sorted,QuickSort,0.2295,108622
2700,Nearly_Sorted,TernaryQuickSort,0.2040,210522
2700,Nearly_Sorted,StringMergeSort,1.5882,87496
2700,Nearly_Sorted,MSDRadix,0.2453,0
2700,Nearly_Sorted,MSDRadix_Fallback,0.0596,26150
2700,Common_Prefix,MergeSort,1.9375,423954
2700,Common_Prefix,QuickSort,0.3987,520594
2700,Common_Prefix,TernaryQuickSort,0.1647,121183
2700,Common_Prefix,StringMergeSort,1.9344,478338
2700,Common_Prefix,MSDRadix,0.4151,0
2700,Common_Prefix,MSDRadix_Fallback,0.2507,18315
2800,Random,MergeSort,1.7786,40882
2800,Random,QuickSort,0.2304,48522
2800,Random,TernaryQuickSort,0.1371,52018
2800,Random,StringMergeSort,1.8180,98078
2800,Random,MSDRadix,0.2595,0
2800,Random,MSDRadix_Fallback,0.0732,19267
2800,Reverse_Sorted,MergeSort,1.5942,23764
2800,Reverse_Sorted,QuickSort,5.1576,3975161
2800,Reverse_Sorted,TernaryQuickSort,0.1717,135010
2800,Reverse_Sorted,StringMergeSort,1.6172,54740
2800,Reverse_Sorted,MSDRadix,0.2581,0
2800,Reverse_Sorted,MSDRadix_Fallback,0.0871,44821
2800,Nearly_Sorted,MergeSort,1.6560,38449
2800,Nearly_Sorted,QuickSort,0.3959,216151
2800,Nearly_Sorted,TernaryQuickSort,0.1679,170370
2800,Nearly_Sorted,StringMergeSort,1.6800,91339
2800,Nearly_Sorted,MSDRadix,0.2596,0
2800,Nearly_Sorted,MSDRadix_Fallback,0.0622,27031
2800,Common_Prefix,MergeSort,2.0300,441347
2800,Common_Prefix,QuickSort,0.4493,571014
2800,Common_Prefix,TernaryQuickSort,0.1741,129297
2800,Common_Prefix,StringMergeSort,2.0262,497973
2800,Common_Prefix,MSDRadix,0.4427,0
2800,Common_Prefix,MSDRadix_Fallback,0.2940,19038
2900,Random,MergeSort,1.9148,42726
2900,Random,QuickSort,0.2402,51174
2900,Random,TernaryQuickSort,0.1442,55997
2900,Random,StringMergeSort,1.8752,102264
2900,Random,MSDRadix,0.2695,0
2900,Random,MSDRadix_Fallback,0.0790,20225
2900,Reverse_Sorted,MergeSort,1.6217,24674
2900,Reverse_Sorted,QuickSort,5.4799,4262022
2900,Reverse_Sorted,TernaryQuickSort,0.1822,143551
2900,Reverse_Sorted,StringMergeSort,1.6429,56914
2900,Reverse_Sorted,MSDRadix,0.2675,0
2900,Reverse_Sorted,MSDRadix_Fallback,0.0905,46429
2900,Nearly_Sorted,MergeSort,1.6996,40214
2900,Nearly_Sorted,QuickSort,0.2541,120405
2900,Nearly_Sorted,TernaryQuickSort,0.1504,139926
2900,Nearly_Sorted,StringMergeSort,1.7393,95746
2900,Nearly_Sorted,MSDRadix,0.2686,0
2900,Nearly_Sorted,MSDRadix_Fallback,0.0653,27997
2900,Common_Prefix,MergeSort,2.0847,459557
2900,Common_Prefix,QuickSort,0.4170,607750
2900,Common_Prefix,TernaryQuickSort,0.1738,132432
2900,Common_Prefix,StringMergeSort,2.0845,518521
2900,Common_Prefix,MSDRadix,0.4637,0
2900,Common_Prefix,MSDRadix_Fallback,0.2801,20032
3000,Random,MergeSort,1.9320,44460
3000,Random,QuickSort,0.2534,57408
3000,Random,TernaryQuickSort,0.1505,58187
3000,Random,StringMergeSort,1.9300,106284
3000,Random,MSDRadix,0.2832,0
3000,Random,MSDRadix_Fallback,0.0817,21105
3000,Reverse_Sorted,MergeSort,1.7228,25739
3000,Reverse_Sorted,QuickSort,5.8626,4559129
3000,Reverse_Sorted,TernaryQuickSort,0.1949,153882
3000,Reverse_Sorted,StringMergeSort,1.7292,59395
3000,Reverse_Sorted,MSDRadix,0.2734,0
3000,Reverse_Sorted,MSDRadix_Fallback,0.0954,48181
3000,Nearly_Sorted,MergeSort,1.7614,41142
3000,Nearly_Sorted,QuickSort,0.2755,143237
3000,Nearly_Sorted,TernaryQuickSort,0.1491,134390
3000,Nearly_Sorted,StringMergeSort,1.8084,97368
3000,Nearly_Sorted,MSDRadix,0.2790,0
3000,Nearly_Sorted,MSDRadix_Fallback,0.0688,28857
3000,Common_Prefix,MergeSort,2.1477,477419
3000,Common_Prefix,QuickSort,0.4268,598409
3000,Common_Prefix,TernaryQuickSort,0.1842,134062
3000,Common_Prefix,StringMergeSort,2.1627,538637
3000,Common_Prefix,MSDRadix,0.4894,0
3000,Common_Prefix,MSDRadix_Fallback,0.3154,20824
