sort_type,size,type,median_us
quicksort,65100,almost,13493
hybridsort,65100,random,13298
hybridsort,65100,reversed,8518
hybridsort,65100,almost,8303
quicksort,65200,random,14621
quicksort,65200,reversed,12846
quicksort,65200,almost,13120
hybridsort,65200,random,11522
hybridsort,65200,reversed,8316
hybridsort,65200,almost,8157
quicksort,65300,random,15585
quicksort,65300,reversed,12430
quicksort,65300,almost,13516
hybridsort,65300,random,11633
hybridsort,65300,reversed,8600
hybridsort,65300,almost,7968
quicksort,65400,random,17456
quicksort,65400,reversed,13880
quicksort,65400,almost,14341
hybridsort,65400,random,17408
hybridsort,65400,reversed,8744
hybridsort,65400,almost,11524
quicksort,65500,random,16424
quicksort,65500,reversed,12962
quicksort,65500,almost,14185
hybridsort,65500,random,12763
hybridsort,65500,reversed,9515
hybridsort,65500,almost,9093
quicksort,65600,random,14778
quicksort,65600,reversed,12127
quicksort,65600,almost,12484
hybridsort,65600,random,11295
hybridsort,65600,reversed,8417
hybridsort,65600,almost,9214
quicksort,65700,random,14937
quicksort,65700,reversed,15476
quicksort,65700,almost,13803
hybridsort,65700,random,11249
hybridsort,65700,reversed,9419
hybridsort,65700,almost,15010
quicksort,65800,random,15319
quicksort,65800,reversed,13089
quicksort,65800,almost,12211
hybridsort,65800,random,11152
hybridsort,65800,reversed,10741
hybridsort,65800,almost,7755
quicksort,65900,random,17274
quicksort,65900,reversed,13458
quicksort,65900,almost,12167
hybridsort,65900,random,15968
hybridsort,65900,reversed,7781
hybridsort,65900,almost,9231
quicksort,66000,random,17927
quicksort,66000,reversed,12090
quicksort,66000,almost,13304
hybridsort,66000,random,11054
hybridsort,66000,reversed,8957
hybridsort,66000,almost,8978
quicksort,66100,random,16471
quicksort,66100,reversed,13027
quicksort,66100,almost,12639
hybridsort,66100,random,11066
hybridsort,66100,reversed,9292
hybridsort,66100,almost,8511
quicksort,66200,random,17303
quicksort,66200,reversed,12151
quicksort,66200,almost,13204
hybridsort,66200,random,11324
hybridsort,66200,reversed,9108
hybridsort,66200,almost,8917
quicksort,66300,random,16099
quicksort,66300,reversed,13572
quicksort,66300,almost,14549
hybridsort,66300,random,16586
hybridsort,66300,reversed,9301
hybridsort,66300,almost,12008
quicksort,66400,random,22635
quicksort,66400,reversed,14650
quicksort,66400,almost,12141
hybridsort,66400,random,11344
hybridsort,66400,reversed,8230
hybridsort,66400,almost,8749
quicksort,66500,random,19353
quicksort,66500,reversed,14424
quicksort,66500,almost,13101
hybridsort,66500,random,11222
hybridsort,66500,reversed,8585
hybridsort,66500,almost,9574
quicksort,66600,random,20495
quicksort,66600,reversed,14962
quicksort,66600,almost,13563
hybridsort,66600,random,15792
hybridsort,66600,reversed,11715
hybridsort,66600,almost,9103
quicksort,66700,random,15513
quicksort,66700,reversed,18059
quicksort,66700,almost,13172
hybridsort,66700,random,12962
hybridsort,66700,reversed,8927
hybridsort,66700,almost,8868
quicksort,66800,random,17172
quicksort,66800,reversed,13232
quicksort,66800,almost,13472
hybridsort,66800,random,13302
hybridsort,66800,reversed,8585
hybridsort,66800,almost,8402
quicksort,66900,random,14889
quicksort,66900,reversed,12940
quicksort,66900,almost,15814
hybridsort,66900,random,12103
hybridsort,66900,reversed,8697
hybridsort,66900,almost,8538
quicksort,67000,random,15329
quicksort,67000,reversed,13430
quicksort,67000,almost,15406
hybridsort,67000,random,12073
hybridsort,67000,reversed,9597
hybridsort,67000,almost,9547
quicksort,67100,random,15245
quicksort,67100,reversed,13146
quicksort,67100,almost,12783
hybridsort,67100,random,14402
hybridsort,67100,reversed,19976
hybridsort,67100,almost,14252
quicksort,67200,random,23661
quicksort,67200,reversed,19604
quicksort,67200,almost,19507
hybridsort,67200,random,16127
hybridsort,67200,reversed,9808
hybridsort,67200,almost,8678
quicksort,67300,random,22354
quicksort,67300,reversed,15120
quicksort,67300,almost,12983
hybridsort,67300,random,12198
hybridsort,67300,reversed,8292
hybridsort,67300,almost,8535
quicksort,67400,random,16597
quicksort,67400,reversed,12566
quicksort,67400,almost,14585
hybridsort,67400,random,14462
hybridsort,67400,reversed,8357
hybridsort,67400,almost,9143
quicksort,67500,random,15554
quicksort,67500,reversed,13419
quicksort,67500,almost,13270
hybridsort,67500,random,12129
hybridsort,67500,reversed,8427
hybridsort,67500,almost,8403
quicksort,67600,random,14520
quicksort,67600,reversed,12975
quicksort,67600,almost,14897
hybridsort,67600,random,12001
hybridsort,67600,reversed,8858
hybridsort,67600,almost,9046
quicksort,67700,random,15494
quicksort,67700,reversed,13735
quicksort,67700,almost,12475
hybridsort,67700,random,11925
hybridsort,67700,reversed,10058
hybridsort,67700,almost,8605
quicksort,67800,random,15061
quicksort,67800,reversed,13478
quicksort,67800,almost,13040
hybridsort,67800,random,12634
hybridsort,67800,reversed,10119
hybridsort,67800,almost,10881
quicksort,67900,random,21957
quicksort,67900,reversed,17997
quicksort,67900,almost,20879
hybridsort,67900,random,21567
hybridsort,67900,reversed,13654
hybridsort,67900,almost,14275
quicksort,68000,random,35168
quicksort,68000,reversed,25673
quicksort,68000,almost,25957
hybridsort,68000,random,19686
hybridsort,68000,reversed,15238
hybridsort,68000,almost,15455
quicksort,68100,random,24544
quicksort,68100,reversed,21212
quicksort,68100,almost,19644
hybridsort,68100,random,20767
hybridsort,68100,reversed,15542
hybridsort,68100,almost,15745
quicksort,68200,random,25026
quicksort,68200,reversed,25034
quicksort,68200,almost,23750
hybridsort,68200,random,24416
hybridsort,68200,reversed,17238
hybridsort,68200,almost,15809
quicksort,68300,random,26919
quicksort,68300,reversed,27261
quicksort,68300,almost,26607
hybridsort,68300,random,22613
hybridsort,68300,reversed,11857
hybridsort,68300,almost,16033
quicksort,68400,random,28560
quicksort,68400,reversed,20530
quicksort,68400,almost,24849
hybridsort,68400,random,24376
hybridsort,68400,reversed,17892
hybridsort,68400,almost,19470
quicksort,68500,random,31292
quicksort,68500,reversed,25966
quicksort,68500,almost,24473
hybridsort,68500,random,23878
hybridsort,68500,reversed,18015
hybridsort,68500,almost,18649
quicksort,68600,random,32969
quicksort,68600,reversed,26632
quicksort,68600,almost,22561
hybridsort,68600,random,25556
hybridsort,68600,reversed,16846
hybridsort,68600,almost,18159
quicksort,68700,random,32411
quicksort,68700,reversed,27696
quicksort,68700,almost,26792
hybridsort,68700,random,25175
hybridsort,68700,reversed,18385
hybridsort,68700,almost,18989
quicksort,68800,random,26605
quicksort,68800,reversed,23435
quicksort,68800,almost,21301
hybridsort,68800,random,20249
hybridsort,68800,reversed,17465
hybridsort,68800,almost,18526
quicksort,68900,random,31552
quicksort,68900,reversed,25167
quicksort,68900,almost,20897
hybridsort,68900,random,22406
hybridsort,68900,reversed,11480
hybridsort,68900,almost,16644
quicksort,69000,random,31584
quicksort,69000,reversed,26989
quicksort,69000,almost,28424
hybridsort,69000,random,18955
hybridsort,69000,reversed,12188
hybridsort,69000,almost,15720
quicksort,69100,random,27432
quicksort,69100,reversed,23249
quicksort,69100,almost,24555
hybridsort,69100,random,22419
hybridsort,69100,reversed,17687
hybridsort,69100,almost,16061
quicksort,69200,random,27944
quicksort,69200,reversed,25071
quicksort,69200,almost,25782
hybridsort,69200,random,22803
hybridsort,69200,reversed,16200
hybridsort,69200,almost,17096
quicksort,69300,random,28985
quicksort,69300,reversed,24527
quicksort,69300,almost,24761
hybridsort,69300,random,21295
hybridsort,69300,reversed,15218
hybridsort,69300,almost,16408
quicksort,69400,random,28525
quicksort,69400,reversed,23609
quicksort,69400,almost,23954
hybridsort,69400,random,24443
hybridsort,69400,reversed,16019
hybridsort,69400,almost,16151
quicksort,69500,random,29252
quicksort,69500,reversed,25383
quicksort,69500,almost,25957
hybridsort,69500,random,22114
hybridsort,69500,reversed,16882
hybridsort,69500,almost,17792
quicksort,69600,random,31169
quicksort,69600,reversed,25993
quicksort,69600,almost,26577
hybridsort,69600,random,22867
hybridsort,69600,reversed,15534
hybridsort,69600,almost,17264
quicksort,69700,random,30311
quicksort,69700,reversed,23356
quicksort,69700,almost,24836
hybridsort,69700,random,22210
hybridsort,69700,reversed,16016
hybridsort,69700,almost,18574
quicksort,69800,random,25803
quicksort,69800,reversed,23031
quicksort,69800,almost,22239
hybridsort,69800,random,21006
hybridsort,69800,reversed,14635
hybridsort,69800,almost,16131
quicksort,69900,random,28284
quicksort,69900,reversed,25632
quicksort,69900,almost,24372
hybridsort,69900,random,20239
hybridsort,69900,reversed,14242
hybridsort,69900,almost,14729
quicksort,70000,random,24975
quicksort,70000,reversed,22301
quicksort,70000,almost,22057
hybridsort,70000,random,20237
hybridsort,70000,reversed,14684
hybridsort,70000,almost,16491
quicksort,70100,random,26725
quicksort,70100,reversed,24787
quicksort,70100,almost,26189
hybridsort,70100,random,22240
hybridsort,70100,reversed,16269
hybridsort,70100,almost,19129
quicksort,70200,random,31501
quicksort,70200,reversed,27239
quicksort,70200,almost,28442
hybridsort,70200,random,23069
hybridsort,70200,reversed,17236
hybridsort,70200,almost,17633
quicksort,70300,random,30000
quicksort,70300,reversed,23387
quicksort,70300,almost,19813
hybridsort,70300,random,12653
hybridsort,70300,reversed,8528
hybridsort,70300,almost,9898
quicksort,70400,random,18023
quicksort,70400,reversed,13054
quicksort,70400,almost,14385
hybridsort,70400,random,11729
hybridsort,70400,reversed,8919
hybridsort,70400,almost,9504
quicksort,70500,random,16273
quicksort,70500,reversed,13221
quicksort,70500,almost,20180
hybridsort,70500,random,12040
hybridsort,70500,reversed,9366
hybridsort,70500,almost,9342
quicksort,70600,random,16307
quicksort,70600,reversed,14449
quicksort,70600,almost,16391
hybridsort,70600,random,11961
hybridsort,70600,reversed,8687
hybridsort,70600,almost,9131
quicksort,70700,random,20264
quicksort,70700,reversed,13568
quicksort,70700,almost,12922
hybridsort,70700,random,13565
hybridsort,70700,reversed,10687
hybridsort,70700,almost,8984
quicksort,70800,random,16434
quicksort,70800,reversed,14439
quicksort,70800,almost,13440
hybridsort,70800,random,14862
hybridsort,70800,reversed,10237
hybridsort,70800,almost,10026
quicksort,70900,random,20731
quicksort,70900,reversed,13399
quicksort,70900,almost,14380
hybridsort,70900,random,14244
hybridsort,70900,reversed,8476
hybridsort,70900,almost,9839
quicksort,71000,random,16335
quicksort,71000,reversed,13440
quicksort,71000,almost,13774
hybridsort,71000,random,12328
hybridsort,71000,reversed,10069
hybridsort,71000,almost,9060
quicksort,71100,random,17412
quicksort,71100,reversed,15724
quicksort,71100,almost,14177
hybridsort,71100,random,12623
hybridsort,71100,reversed,9802
hybridsort,71100,almost,9930
quicksort,71200,random,20426
quicksort,71200,reversed,13264
quicksort,71200,almost,14811
hybridsort,71200,random,24588
hybridsort,71200,reversed,10875
hybridsort,71200,almost,10287
quicksort,71300,random,16227
quicksort,71300,reversed,13122
quicksort,71300,almost,15724
hybridsort,71300,random,11863
hybridsort,71300,reversed,9278
hybridsort,71300,almost,9363
quicksort,71400,random,15464
quicksort,71400,reversed,13470
quicksort,71400,almost,14002
hybridsort,71400,random,12705
hybridsort,71400,reversed,8743
hybridsort,71400,almost,9501
quicksort,71500,random,22113
quicksort,71500,reversed,25233
quicksort,71500,almost,14418
hybridsort,71500,random,13601
hybridsort,71500,reversed,9023
hybridsort,71500,almost,10315
quicksort,71600,random,19908
quicksort,71600,reversed,17805
quicksort,71600,almost,15833
hybridsort,71600,random,16089
hybridsort,71600,reversed,10327
hybridsort,71600,almost,11192
quicksort,71700,random,17229
quicksort,71700,reversed,14520
quicksort,71700,almost,16062
hybridsort,71700,random,13180
hybridsort,71700,reversed,9523
hybridsort,71700,almost,9270
quicksort,71800,random,16395
quicksort,71800,reversed,14006
quicksort,71800,almost,14213
hybridsort,71800,random,12829
hybridsort,71800,reversed,8994
hybridsort,71800,almost,10931
quicksort,71900,random,17783
quicksort,71900,reversed,14691
quicksort,71900,almost,17298
hybridsort,71900,random,13959
hybridsort,71900,reversed,10564
hybridsort,71900,almost,9727
quicksort,72000,random,16712
quicksort,72000,reversed,13932
quicksort,72000,almost,14727
hybridsort,72000,random,14094
hybridsort,72000,reversed,9658
hybridsort,72000,almost,11502
quicksort,72100,random,16430
quicksort,72100,reversed,14097
quicksort,72100,almost,13249
hybridsort,72100,random,18174
hybridsort,72100,reversed,8591
hybridsort,72100,almost,9432
quicksort,72200,random,17731
quicksort,72200,reversed,13632
quicksort,72200,almost,14779
hybridsort,72200,random,13670
hybridsort,72200,reversed,9103
hybridsort,72200,almost,9027
quicksort,72300,random,17455
quicksort,72300,reversed,14656
quicksort,72300,almost,13708
hybridsort,72300,random,15870
hybridsort,72300,reversed,9329
hybridsort,72300,almost,11583
quicksort,72400,random,18375
quicksort,72400,reversed,13862
quicksort,72400,almost,15015
hybridsort,72400,random,13602
hybridsort,72400,reversed,9296
hybridsort,72400,almost,9381
quicksort,72500,random,18198
quicksort,72500,reversed,13589
quicksort,72500,almost,14274
hybridsort,72500,random,13163
hybridsort,72500,reversed,9226
hybridsort,72500,almost,9618
quicksort,72600,random,18405
quicksort,72600,reversed,17612
quicksort,72600,almost,14509
hybridsort,72600,random,12441
hybridsort,72600,reversed,8615
hybridsort,72600,almost,12411
quicksort,72700,random,19752
quicksort,72700,reversed,16606
quicksort,72700,almost,13539
hybridsort,72700,random,14078
hybridsort,72700,reversed,9142
hybridsort,72700,almost,9581
quicksort,72800,random,19462
quicksort,72800,reversed,17527
quicksort,72800,almost,15442
hybridsort,72800,random,11972
hybridsort,72800,reversed,9189
hybridsort,72800,almost,11274
quicksort,72900,random,19875
quicksort,72900,reversed,16447
quicksort,72900,almost,13893
hybridsort,72900,random,11972
hybridsort,72900,reversed,8856
hybridsort,72900,almost,10438
quicksort,73000,random,16134
quicksort,73000,reversed,21405
quicksort,73000,almost,21948
hybridsort,73000,random,13826
hybridsort,73000,reversed,10455
hybridsort,73000,almost,8875
quicksort,73100,random,16951
quicksort,73100,reversed,16401
quicksort,73100,almost,14324
hybridsort,73100,random,13243
hybridsort,73100,reversed,9558
hybridsort,73100,almost,9470
quicksort,73200,random,16217
quicksort,73200,reversed,13702
quicksort,73200,almost,14466
hybridsort,73200,random,12511
hybridsort,73200,reversed,9386
hybridsort,73200,almost,9269
quicksort,73300,random,16615
quicksort,73300,reversed,15535
quicksort,73300,almost,14011
hybridsort,73300,random,16990
hybridsort,73300,reversed,16896
hybridsort,73300,almost,9597
quicksort,73400,random,19740
quicksort,73400,reversed,14449
quicksort,73400,almost,14214
hybridsort,73400,random,12347
hybridsort,73400,reversed,8996
hybridsort,73400,almost,17209
quicksort,73500,random,18848
quicksort,73500,reversed,13473
quicksort,73500,almost,16397
hybridsort,73500,random,12848
hybridsort,73500,reversed,10299
hybridsort,73500,almost,10628
quicksort,73600,random,19715
quicksort,73600,reversed,16420
quicksort,73600,almost,14190
hybridsort,73600,random,12185
hybridsort,73600,reversed,9612
hybridsort,73600,almost,9448
quicksort,73700,random,16330
quicksort,73700,reversed,15445
quicksort,73700,almost,16639
hybridsort,73700,random,13031
hybridsort,73700,reversed,8924
hybridsort,73700,almost,9343
quicksort,73800,random,16316
quicksort,73800,reversed,15147
quicksort,73800,almost,13513
hybridsort,73800,random,12955
hybridsort,73800,reversed,9014
hybridsort,73800,almost,10647
quicksort,73900,random,17830
quicksort,73900,reversed,14280
quicksort,73900,almost,15318
hybridsort,73900,random,13752
hybridsort,73900,reversed,9913
hybridsort,73900,almost,18540
quicksort,74000,random,21756
quicksort,74000,reversed,14547
quicksort,74000,almost,13953
hybridsort,74000,random,14395
hybridsort,74000,reversed,10946
hybridsort,74000,almost,14612
quicksort,74100,random,17916
quicksort,74100,reversed,21083
quicksort,74100,almost,14403
hybridsort,74100,random,13556
hybridsort,74100,reversed,9865
hybridsort,74100,almost,9329
quicksort,74200,random,32475
quicksort,74200,reversed,15749
quicksort,74200,almost,14585
hybridsort,74200,random,12536
hybridsort,74200,reversed,10478
hybridsort,74200,almost,15295
quicksort,74300,random,17858
quicksort,74300,reversed,17065
quicksort,74300,almost,13900
hybridsort,74300,random,13913
hybridsort,74300,reversed,10737
hybridsort,74300,almost,10046
quicksort,74400,random,17410
quicksort,74400,reversed,14221
quicksort,74400,almost,14028
hybridsort,74400,random,13469
hybridsort,74400,reversed,13335
hybridsort,74400,almost,16476
quicksort,74500,random,16962
quicksort,74500,reversed,13587
quicksort,74500,almost,13835
hybridsort,74500,random,17464
hybridsort,74500,reversed,10316
hybridsort,74500,almost,9522
quicksort,74600,random,16209
quicksort,74600,reversed,16744
quicksort,74600,almost,17415
hybridsort,74600,random,19060
hybridsort,74600,reversed,11563
hybridsort,74600,almost,9895
quicksort,74700,random,20257
quicksort,74700,reversed,13916
quicksort,74700,almost,16226
hybridsort,74700,random,21935
hybridsort,74700,reversed,11174
hybridsort,74700,almost,16696
quicksort,74800,random,17492
quicksort,74800,reversed,13299
quicksort,74800,almost,14186
hybridsort,74800,random,12129
hybridsort,74800,reversed,12274
hybridsort,74800,almost,9860
quicksort,74900,random,17397
quicksort,74900,reversed,14100
quicksort,74900,almost,13929
hybridsort,74900,random,12737
hybridsort,74900,reversed,12069
hybridsort,74900,almost,10097
quicksort,75000,random,17273
quicksort,75000,reversed,15441
quicksort,75000,almost,20365
hybridsort,75000,random,16528
hybridsort,75000,reversed,12235
hybridsort,75000,almost,9247
